Group "TDC resolution" theta_0 theta_1
M1 1e-09 1.9990979279835267e-08 0.9671147282423138
B2 1e-09 -5.3882877523018834e-08 0.8086966640441238
G1 1e-09 1.9876215941945316e-08 0.8954027271829277
A2 1e-09 2.8135395177610908e-08 0.988219546342836
N1 1e-09 1.360327952801989e-08 1.1028919480120296
D1 1e-09 7.785295239575999e-08 0.8633917646990015
F2 1e-09 -7.2037836291962e-08 1.0936448665314098
I1 1e-09 -8.356940316092083e-08 1.0737878573107342
Test1 1e-09 8.842139387760479e-08 0.8210633095890016
C1 1e-09 -2.730548741476621e-08 0.8972745066249808
L2 1e-09 9.376510594747801e-08 0.9158452069970398
G2 1e-09 8.872363042251025e-08 0.9603743544881296
B1 1e-09 3.8126083401825273e-08 1.1371481360137081
M2 1e-09 -4.4822505199052175e-08 0.8993863439430354
D2 1e-09 7.658728018169741e-08 1.1273277137668336
N2 1e-09 2.699513582693386e-08 0.9606021521858643
A1 1e-09 6.722978332264687e-08 1.1533170895136895
Test2 1e-09 4.2830026573392107e-08 1.1871229306957811
L1 1e-09 2.1647723180200526e-08 0.8282417709814437
C2 1e-09 9.03039618099629e-08 0.8383800151936931
I2 1e-09 8.537739565779336e-08 1.054310381480208
F1 1e-09 1.7886666743774932e-09 0.9053171291899095
