Group "TDC resolution" theta_0 theta_1
M1 1e-09 -3.1241743836229456e-08 1.1840000435936024
B2 1e-09 -6.904277936199987e-08 1.0228131385308437
H2 1e-09 7.235876919879678e-08 0.8220984936018998
G1 1e-09 -1.620375682586405e-08 1.0608324240787788
A2 1e-09 -1.433478624869755e-10 0.9985481466896396
D1 1e-09 -6.066363497267834e-08 0.8398999312765645
E2 1e-09 1.4681111564366595e-08 1.0371975593753646
F2 1e-09 2.414888204764233e-08 1.0503865129874492
I1 1e-09 5.555617159688189e-08 1.123856311395538
C1 1e-09 -8.731817732604751e-08 1.1876819218808583
L2 1e-09 -8.18479774463009e-08 1.1167043368510643
G2 1e-09 9.632315041955609e-08 0.9776220795289203
H1 1e-09 -4.55882694991105e-08 0.8338827548264652
B1 1e-09 -3.402401747357855e-08 1.0178563194471522
M2 1e-09 5.54995307317479e-08 1.0449304752280004
D2 1e-09 -5.052850774211357e-08 1.1356379673508508
A1 1e-09 -9.316821312484884e-08 1.1632207377760393
E1 1e-09 -3.5504276764774607e-08 0.9315580608519564
L1 1e-09 -4.2400211113940344e-08 1.18271364874543
C2 1e-09 2.4917507717289784e-10 1.0906799037744508
I2 1e-09 -6.091995963249409e-09 1.0284901282348815
F1 1e-09 9.887462121752065e-08 0.9542269928200564
